Multisteps,WofBest[mm],NseBest[-],CccBest[-],WilmotBest[-],∑∑ΔSink[mm],∑ΔQ_Bot[mm],SwcRoots[mm],Global_WaterBalance[mm],Global_WaterBalance_NormPr[-],ΔT_Average[second],iNonConverge[count],Efficiency[count],ΔRunTimeHypix[second]
1.0,0.0,0.9371995068949311,0.9621516444468377,0.9268863007541769,0.0,1220.698548292442,2.120637044529863,-2.549001834495357e-5,1.9704096506956917e-6,5372.0,1.0,66.0,16.887
