Multisteps,WofBest[mm],NseBest[-],CccBest[-],WilmotBest[-],∑∑ΔSink[mm],∑ΔQ_Bot[mm],SwcRoots[mm],Global_WaterBalance[mm],Global_WaterBalance_NormPr[-],ΔT_Average[second],iNonConverge[count],Efficiency[count],ΔRunTimeHypix[second]
1.0,1.43625571e-315,1036.347540273855,0.9665015502596841,0.9374561184666087,0.0,1.0368131851649025e-8,2.7118994820892732,-1.134216859099979e-6,4.7356937231587613e-7,5159.0,0.0,226.0,33.667
