Multisteps,WofBest[mm],NseBest[-],CccBest[-],WilmotBest[-],∑∑ΔSink[mm],∑ΔQ_Bot[mm],SwcRoots[mm],Global_WaterBalance[mm],Global_WaterBalance_NormPr[-],ΔT_Average[second],iNonConverge[count],Efficiency[count],ΔRunTimeHypix[second]
1.0,0.0,0.92608548664736,0.8370252841996247,0.8889218768259372,0.0,485.0458761112162,1.6884968237103626,2.57047354068618e-7,4.949555682422319e-8,5392.0,0.0,34.0,23.565
