iSite,Zroot,ΔRdf_Top,Zroot_Top,Lai,Lai_Min,Lai_Max,CropCoeficient,CropCoeficient_Min,CropCoeficient_Max,ExtinctCoefRadiation,Ψfeddes1,Ψfeddes2,Ψfeddes3,Ψfeddes4,RootWaterUptakeComp,Zevapo,Sint_Lai,Sint_Sat
1.0,800.0,0.897509579,300.0,3.0,2.574720699763546,3.1600212674885264,0.86572077,0.7785085587315134,0.8149436336532989,0.5,100.0,250.0,5000.0,80000.0,0.5,300.0,1.6,1.9637877839490672
