iSite,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max,,,,,,,,,,
1,0.41,0.1215825660714963,0.0007175925924789108,5201.721274528702,2.084719923711586,1.0,0.7675,10.0,0.0,0.41,0.431578947368421,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.13994989224894058,0.000717592592592593,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9788268516411007,0.9816950217967785,0.975958681485423,0.9362871224963976,0.9335764766468925,0.006384984868298344,0.012728947351665736,4.102238493095081e-5,0.0,0.0
