iSite,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max
1,0.368,0.09739701453279191,0.09219999999988633,602.6391110317463,1.1374413562187344,1.0,0.7675,10.0,0.0,0.368,0.3873684210526316,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.09739701453279191,0.0922,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9818748387822751,0.9952097129234843,0.968539964641066,0.9667587075048107,0.9419528093634979,0.00441661212457692,0.007261907946230972,0.0015713163029228696,0.0,0.0
